SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
Redfin Data,,Single Family Residential,515 Munich St,San Francisco,CA,94112,925000,3,2,San Francisco,1240,2495,1949,14,746,,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/515-Munich-St-94112/home/947662,Coming Soon,38596,N,Y,37.7174223,-122.4292392
Redfin Data,,Single Family Residential,76 Homestead St,San Francisco,CA,94114,1,4,3,San Francisco,2744,3750,1906,12,0,,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/76-Homestead-St-94114/home/1123206,Coming Soon,38781,N,Y,37.7497597,-122.4398564
Redfin Data,,Condo/Co-op,333 Main St Unit 8F,San Francisco,CA,94105,895000,1,1,San Francisco,832,,2008,7,1076,,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/333-Main-St-94105/unit-8F/home/21966945,Coming Soon,39150,N,Y,37.7891307,-122.3910195
MLS Listing,,Vacant Land,886 Moultrie St,San Francisco,CA,94110,2100000,,,Bernal Heights,,,,1287,,,Active,,,http://www.redfin.com/CA/San-Francisco/886-Moultrie-St-94110/unit-V/home/110064256,San Francisco MLS,441005,N,Y,37.733315,-122.416504
MLS Listing,,Vacant Land,202 Union St,San Francisco,CA,94133,500000,,,Telegraph Hill,,1470,,956,,,Active,,,http://www.redfin.com/CA/San-Francisco/202-Union-St-94133/home/108591047,San Francisco MLS,453033,N,Y,37.8013411,-122.4029473
MLS Listing,,Condo/Co-op,1450 Post St #316,San Francisco,CA,94109,400000,1,2,Lower Pacific Height,718,,1992,497,557,5081,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-316/home/571759,San Francisco MLS,465790,N,Y,37.7863611,-122.4258311
MLS Listing,,Multi-Family (5+ Unit),285 Turk St,San Francisco,CA,94102,14750000,11,,Tenderloin,25130,4743,1922,416,587,,Active,,,http://www.redfin.com/CA/San-Francisco/285-Turk-St-94102/home/145923210,San Francisco MLS,471185,N,Y,37.7827103,-122.4138065
MLS Listing,,Single Family Residential,3225 Ingalls St,San Francisco,CA,94124,799000,2,2,Bayview,825,2574,1908,417,968,,Active,,,http://www.redfin.com/CA/San-Francisco/3225-Ingalls-St-94124/home/743525,San Francisco MLS,471608,N,Y,37.7186617,-122.3931327
MLS Listing,,Multi-Family (5+ Unit),381 Turk St,San Francisco,CA,94102,7150000,3,,Tenderloin,13957,6150,1915,360,512,,Active,,,http://www.redfin.com/CA/San-Francisco/381-Turk-St-94102/home/1594283,San Francisco MLS,473898,N,Y,37.782407,-122.415263
MLS Listing,,Condo/Co-op,2000 Washington St #5,San Francisco,CA,94109,17500000,4,3.5,Pacific Heights,5400,,1922,318,3241,4471,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Washington-St-94109/unit-005/home/12400545,San Francisco MLS,475321,N,Y,37.792936,-122.4264631
MLS Listing,,Multi-Family (2-4 Unit),1336-1340 South Van Ness Ave,San Francisco,CA,94110,1995000,,,Inner Mission,3693,2875,1908,315,540,,Active,,,http://www.redfin.com/CA/San-Francisco/1336-S-Van-Ness-Ave-94110/home/1464577,San Francisco MLS,475436,N,Y,37.7517137,-122.4165399
MLS Listing,,Condo/Co-op,2500 Steiner St #3,San Francisco,CA,94115,7400000,5,4,Pacific Heights,3500,,1927,281,2114,3186,Active,,,http://www.redfin.com/CA/San-Francisco/2500-Steiner-St-94115/unit-3/home/12400542,San Francisco MLS,475508,N,Y,37.792544,-122.4360312
MLS Listing,,Condo/Co-op,1450 Post St #806,San Francisco,CA,94109,200000,1,1,Lower Pacific Height,544,,1992,315,368,4586,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-806/home/572758,San Francisco MLS,475601,N,Y,37.7863611,-122.4258311
MLS Listing,,Condo/Co-op,1450 Post St #816,San Francisco,CA,94109,774000,2,2,Lower Pacific Height,1094,,1992,290,707,6962,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-816/home/2033199,San Francisco MLS,475976,N,Y,37.7863611,-122.4258311
MLS Listing,,Condo/Co-op,401 Harrison St Ph 48B,San Francisco,CA,94105,8800000,3,3.5,South Beach,3214,,2014,309,2738,1652,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-48B/home/144064346,San Francisco MLS,476207,N,Y,37.786063,-122.392176
MLS Listing,,Condo/Co-op,1450 Post St #812,San Francisco,CA,94109,389000,1,1,Lower Pacific Height,718,,1992,285,542,5078,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-812/home/1209205,San Francisco MLS,476332,N,Y,37.7863611,-122.4258311
MLS Listing,,Condo/Co-op,1001 California St Unit TH2,San Francisco,CA,94108,4500000,3,3.5,Nob Hill,3840,,1914,291,1172,6223,Active,,,http://www.redfin.com/CA/San-Francisco/1001-California-St-94108/unit-TH2/home/58856627,San Francisco MLS,477181,N,Y,37.791608,-122.4110507
MLS Listing,,Single Family Residential,898 Francisco St,San Francisco,CA,94109,10950000,6,6.5,Russian Hill,6305,5832,1914,283,1737,,Active,,,http://www.redfin.com/CA/San-Francisco/898-Francisco-St-94109/home/1769998,San Francisco MLS,477473,N,Y,37.8040806,-122.4198708
MLS Listing,,Multi-Family (5+ Unit),2309 Divisadero St,San Francisco,CA,94115,3500000,3,,Pacific Heights,4107,2696,1908,282,852,,Active,,,http://www.redfin.com/CA/San-Francisco/2309-Divisadero-St-94115/home/1882979,San Francisco MLS,477596,N,Y,37.790955,-122.4413051
MLS Listing,,Condo/Co-op,401 Harrison Ph 49A,San Francisco,CA,94105,3700000,2,2,South Beach,1648,,2014,280,2245,1318,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-49A/home/144064348,San Francisco MLS,477650,N,Y,37.786063,-122.392176
MLS Listing,,Condo/Co-op,1333 Jones St #805,San Francisco,CA,94109,3495000,2,2,Nob Hill,1955,,1961,271,1788,2019,Active,,,http://www.redfin.com/CA/San-Francisco/1333-Jones-St-94109/unit-805/home/12400894,San Francisco MLS,477742,N,Y,37.793621,-122.4148823
MLS Listing,,Townhouse,99 Rausch St #523,San Francisco,CA,94103,1809000,2,2,South of Market,1028,,2018,258,1760,807,Active,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-523/home/148028217,San Francisco MLS,478540,N,Y,37.7761989,-122.4090638
MLS Listing,,Condo/Co-op,1960 Grant Ave #15,San Francisco,CA,94133,5995000,4,2.5,Telegraph Hill,4206,,1988,252,1425,2812,Active,,,http://www.redfin.com/CA/San-Francisco/1960-Grant-Ave-94133/unit-15/home/1641836,San Francisco MLS,478770,N,Y,37.8050888,-122.4080068
MLS Listing,,Multi-Family (5+ Unit),3601 Lawton St,San Francisco,CA,94122,8000000,44,,Outer Sunset,40000,10000,1966,249,200,,Active,,,http://www.redfin.com/CA/San-Francisco/3601-Lawton-St-94122/home/148127844,San Francisco MLS,478846,N,Y,37.757183,-122.502579
MLS Listing,,Multi-Family (2-4 Unit),1619 Laguna St,San Francisco,CA,94115,2490000,,,Lower Pacific Height,3124,1563,1900,244,797,,Active,,,http://www.redfin.com/CA/San-Francisco/1619-Laguna-St-94115/home/58912845,San Francisco MLS,478943,N,Y,37.7861577,-122.428476
MLS Listing,,Multi-Family (2-4 Unit),164-166 28th St,San Francisco,CA,94131,2195000,7,4,Noe Valley,1775,2850,1905,241,1237,,Active,,,http://www.redfin.com/CA/San-Francisco/164-28th-St-94131/home/2034900,San Francisco MLS,478969,N,Y,37.7455826,-122.4261426
MLS Listing,,Townhouse,4627 25th St,San Francisco,CA,94114,1699000,3,2.5,Noe Valley,1977,,1978,3,859,150,Active,July-25-2019 05:00 PM,July-25-2019 07:00 PM,http://www.redfin.com/CA/San-Francisco/4627-25th-St-94114/home/1720960,San Francisco MLS,479128,N,Y,37.7491863,-122.4410448
MLS Listing,,Condo/Co-op,51 Innes Ct #404,San Francisco,CA,94124,1290000,3,2,Hunters Point,1780,,2017,233,725,727,Active,,,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-404/home/148380216,San Francisco MLS,479200,N,Y,37.7272013,-122.3678264
MLS Listing,,Condo/Co-op,1450 Post St #506,San Francisco,CA,94109,670000,1,2,Lower Pacific Height,1067,,1992,196,628,6941,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-506/home/1571851,San Francisco MLS,479313,N,Y,37.7863611,-122.4258311
MLS Listing,,Condo/Co-op,1450 Post St #709,San Francisco,CA,94109,650000,1,2,Lower Pacific Height,883,,1992,220,736,5769,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-709/home/571853,San Francisco MLS,479327,N,Y,37.7863611,-122.4258311
MLS Listing,,Condo/Co-op,83 Duboce Ave Unit B,San Francisco,CA,94103,299000,0,1,Inner Mission,423,,1981,218,707,500,Active,,,http://www.redfin.com/CA/San-Francisco/83-Duboce-Ave-94103/unit-B/home/148511187,San Francisco MLS,479532,N,Y,37.7696212,-122.4217981
MLS Listing,,Single Family Residential,2816 Laguna St,San Francisco,CA,94123,3850000,4,3.5,Cow Hollow,2934,,1900,67,1312,,Active,,,http://www.redfin.com/CA/San-Francisco/2816-Laguna-St-94123/home/1153195,San Francisco MLS,479571,N,Y,37.7974202,-122.4302861
MLS Listing,,Multi-Family (2-4 Unit),691-699 Chenery St,San Francisco,CA,94131,2995000,1,1,Glen Park,2590,1851,1908,139,1156,,Active,,,http://www.redfin.com/CA/San-Francisco/691-Chenery-St-94131/home/22046032,San Francisco MLS,479719,N,Y,37.7343561,-122.4337272
MLS Listing,,Condo/Co-op,941 Vallejo St #48,San Francisco,CA,94133,2495000,2,2,Russian Hill,2168,,1980,155,1151,1697,Active,,,http://www.redfin.com/CA/San-Francisco/941-Vallejo-St-94133/unit-48/home/1722498,San Francisco MLS,479751,N,Y,37.7977824,-122.4130292
MLS Listing,,Condo/Co-op,181 Fremont Unit 68B,San Francisco,CA,94105,15500000,2,2.5,Yerba Buena,3256,,2018,199,4760,3157,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-68B/home/148581467,San Francisco MLS,479783,N,Y,37.7898082,-122.3953565
MLS Listing,,Condo/Co-op,2100 Pacific Ave,San Francisco,CA,94115,8950000,4,3.5,Pacific Heights,5180,,1926,186,1728,5256,Active,,,http://www.redfin.com/CA/San-Francisco/2100-Pacific-Ave-94115/unit-001A/home/12400253,San Francisco MLS,479798,N,Y,37.7941981,-122.4300563
MLS Listing,,Single Family Residential,1398 19th Ave,San Francisco,CA,94122,2349000,5,4,Inner Sunset,2610,1611,1922,194,900,,Active,,,http://www.redfin.com/CA/San-Francisco/1398-19th-Ave-94122/home/1324689,San Francisco MLS,479928,N,Y,37.7618572,-122.4768202
MLS Listing,,Condo/Co-op,1020 Union St #1,San Francisco,CA,94133,2259000,3,2,Russian Hill,2262,,1921,193,999,1240,Active,,,http://www.redfin.com/CA/San-Francisco/1020-Union-St-94133/unit-1/home/12400631,San Francisco MLS,479931,N,Y,37.8000344,-122.4162758
MLS Listing,,Multi-Family (2-4 Unit),870 872A Union St,San Francisco,CA,94133,3250000,5,4,Russian Hill,3052,3315,1908,192,1065,,Active,,,http://www.redfin.com/CA/San-Francisco/872-Union-St-94133/home/147046899,San Francisco MLS,480040,N,Y,37.7999937,-122.4136769
MLS Listing,,Single Family Residential,276 Ripley St,San Francisco,CA,94110,4200000,4,3.5,Bernal Heights,,6298,1914,179,,,Active,,,http://www.redfin.com/CA/San-Francisco/276-Ripley-St-94110/home/1519412,San Francisco MLS,480064,N,Y,37.7442734,-122.4091956
MLS Listing,,Condo/Co-op,1200 Gough St Unit 23E,San Francisco,CA,94109,915000,1,1,Van Ness/Civic Center,900,,1966,3,1017,791,Active,,,http://www.redfin.com/CA/San-Francisco/1200-Gough-St-94109/unit-23E/home/1331740,San Francisco MLS,480114,N,Y,37.7849434,-122.4242824
MLS Listing,,Single Family Residential,2691 Alemany Blvd,San Francisco,CA,94112,899000,2,1,Outer Mission,1238,1825,1947,183,726,,Active,,,http://www.redfin.com/CA/San-Francisco/2691-Alemany-Blvd-94112/home/1599620,San Francisco MLS,480134,N,Y,37.7138301,-122.4485484
MLS Listing,,Single Family Residential,1110 Green St,San Francisco,CA,94109,14400000,4,6,Russian Hill,,,,188,,,Active,,,http://www.redfin.com/CA/San-Francisco/1110-Green-St-94109/home/1441950,San Francisco MLS,480143,N,Y,37.7985373,-122.4175782
MLS Listing,,Condo/Co-op,1117 Ocean Ave #201,San Francisco,CA,94112,1349000,3,2,Ingleside,1546,,2005,124,873,701,Active,July-23-2019 01:30 PM,July-23-2019 03:00 PM,http://www.redfin.com/CA/San-Francisco/1117-Ocean-Ave-94112/unit-201/home/12278043,San Francisco MLS,480275,N,Y,37.723237,-122.4545155
MLS Listing,,Multi-Family (5+ Unit),3201 Mission St,San Francisco,CA,94110,5495000,14,,Bernal Heights,10494,4011,1908,182,524,,Active,July-23-2019 03:00 PM,July-23-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/3201-Mission-St-94110/home/109688265,San Francisco MLS,480343,N,Y,37.7453752,-122.4197154
MLS Listing,,Multi-Family (5+ Unit),1468 Valencia St,San Francisco,CA,94110,5200000,13,,Inner Mission,7850,2696,1900,181,662,,Active,,,http://www.redfin.com/CA/San-Francisco/1468-Valencia-St-94110/home/21857690,San Francisco MLS,480405,N,Y,37.7493664,-122.4206451
MLS Listing,,Single Family Residential,114 Virginia Ave,San Francisco,CA,94110,2695000,5,4,Bernal Heights,2570,1947,1908,178,1049,,Active,July-23-2019 02:30 PM,July-23-2019 03:30 PM,http://www.redfin.com/CA/San-Francisco/114-Virginia-Ave-94110/home/2022279,San Francisco MLS,480515,N,Y,37.7423076,-122.4199734
MLS Listing,,Single Family Residential,639 Grand View Ave,San Francisco,CA,94114,3395000,3,3.5,Noe Valley,3660,3906,1958,178,928,,Active,,,http://www.redfin.com/CA/San-Francisco/639-Grand-View-Ave-94114/home/800238,San Francisco MLS,480531,N,Y,37.7500813,-122.442411
MLS Listing,,Condo/Co-op,1177 California St #530,San Francisco,CA,94108,775000,1,1,Nob Hill,656,,1975,178,1181,1090,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-530/home/1116218,San Francisco MLS,480575,N,Y,37.7910262,-122.4136476
MLS Listing,,Multi-Family (2-4 Unit),1419-1421 16th Ave,San Francisco,CA,94122,2650000,4,5,Inner Sunset,2766,3000,1923,171,958,,Active,,,http://www.redfin.com/CA/San-Francisco/1419-16th-Ave-94122/home/631904,San Francisco MLS,480805,N,Y,37.7614086,-122.4740823
MLS Listing,,Condo/Co-op,1450 Post St #315,San Francisco,CA,94109,765000,2,1.5,Lower Pacific Height,1067,,1992,164,717,6941,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-315/home/1408602,San Francisco MLS,480871,N,Y,37.7863611,-122.4258311
MLS Listing,,Vacant Land,819 Francisco,San Francisco,CA,94109,6999000,,,Russian Hill,,3953,,87,,,Active,,,http://www.redfin.com/CA/San-Francisco/819-Francisco-St-94109/home/539404,San Francisco MLS,480916,N,Y,37.8038536,-122.4190966
MLS Listing,,Multi-Family (5+ Unit),456 Union St,San Francisco,CA,94133,2495000,10,,Telegraph Hill,3541,1705,1911,141,705,,Active,July-23-2019 09:30 AM,July-23-2019 11:00 AM,http://www.redfin.com/CA/San-Francisco/456-Union-St-94133/home/1482660,San Francisco MLS,480925,N,Y,37.8008775,-122.4070351
MLS Listing,,Condo/Co-op,750 2nd St #502,San Francisco,CA,94107,3300000,3,2.5,South Beach,2075,,2013,165,1590,916,Active,,,http://www.redfin.com/CA/San-Francisco/750-2nd-St-94107/unit-502/home/44513050,San Francisco MLS,480980,N,Y,37.7800057,-122.3902709
MLS Listing,,Condo/Co-op,10 Mint Plz #5,San Francisco,CA,94103,1499000,2,2,South of Market,1559,,2006,108,962,1523,Active,,,http://www.redfin.com/CA/San-Francisco/10-Mint-Plz-94103/unit-5/home/11743334,San Francisco MLS,480986,N,Y,37.7828831,-122.4080232
MLS Listing,,Condo/Co-op,488 Folsom #5001,San Francisco,CA,94105,5215000,3,3,South Beach,2159,,2019,96,2415,1898,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-5001/home/162470862,San Francisco MLS,481196,N,Y,37.7875742,-122.3942618
MLS Listing,,Townhouse,1001 California St Unit TH1,San Francisco,CA,94108,5288000,3,3.5,Nob Hill,3680,,1914,144,1437,5753,Active,,,http://www.redfin.com/CA/San-Francisco/1001-California-St-94108/unit-TH1/home/58857604,San Francisco MLS,481256,N,Y,37.7916283,-122.4110601
MLS Listing,,Condo/Co-op,301 Main St Unit 26G,San Francisco,CA,94105,1100000,1,1,South Beach,806,,2008,116,1365,904,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-26G/home/21966682,San Francisco MLS,481291,N,Y,37.7895974,-122.3911965
MLS Listing,,Condo/Co-op,1925 Gough St #11,San Francisco,CA,94109,2995000,3,2,Pacific Heights,1968,,1908,152,1522,1438,Active,,,http://www.redfin.com/CA/San-Francisco/1925-Gough-St-94109/unit-11/home/12400846,San Francisco MLS,481394,N,Y,37.7914425,-122.4262781
MLS Listing,,Condo/Co-op,1450 Post St #217,San Francisco,CA,94109,850000,2,2.5,Lower Pacific Height,1782,,1992,146,477,8190,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-217/home/1852484,San Francisco MLS,481416,N,Y,37.7863611,-122.4258311
MLS Listing,,Condo/Co-op,201 Folsom St Unit 25A,San Francisco,CA,94105,2418000,2,2,South Beach,1368,,2016,151,1768,1210,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-25A/home/143993997,San Francisco MLS,481426,N,Y,37.7886997,-122.39226
MLS Listing,,Condo/Co-op,37 Grand View Ter,San Francisco,CA,94114,1395000,2,2,Eureka Valley/Dolore,1127,,1966,11,1238,72,Active,July-23-2019 12:30 PM,July-23-2019 02:00 PM,http://www.redfin.com/CA/San-Francisco/37-Grand-View-Ter-94114/home/1777676,San Francisco MLS,481430,N,Y,37.757599,-122.441361
MLS Listing,,Single Family Residential,233 Chestnut St,San Francisco,CA,94133,8300000,5,5.5,Telegraph Hill,5274,4107,1940,147,1574,,Active,,,http://www.redfin.com/CA/San-Francisco/233-Chestnut-St-94133/home/1983546,San Francisco MLS,481485,N,Y,37.804221,-122.4072155
MLS Listing,,Condo/Co-op,425 1st St #5406,San Francisco,CA,94105,2588000,2,2,South Beach,1268,,2008,124,2041,1054,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-5406/home/17304616,San Francisco MLS,481492,N,Y,37.7860625,-122.3921764
MLS Listing,,Single Family Residential,1709 Broderick St,San Francisco,CA,94115,5999999,4,3.5,Lower Pacific Height,3728,3125,1900,80,1609,,Active,,,http://www.redfin.com/CA/San-Francisco/1709-Broderick-St-94115/home/1676182,San Francisco MLS,481502,N,Y,37.7863453,-122.4420461
MLS Listing,,Multi-Family (2-4 Unit),309 29th Ave,San Francisco,CA,94121,1849000,6,4,Central Richmond,3250,2375,1910,150,569,,Active,,,http://www.redfin.com/CA/San-Francisco/309-29th-Ave-94121/home/1427336,San Francisco MLS,481530,N,Y,37.7834706,-122.4895107
MLS Listing,,Condo/Co-op,555 Innes Ave #412,San Francisco,CA,94124,1195000,2,2,Hunters Point,1379,,2016,144,867,548,Active,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-412/home/118957433,San Francisco MLS,481588,N,Y,37.7277714,-122.3694509
MLS Listing,,Single Family Residential,2820 Scott St,San Francisco,CA,94123,27500000,7,11,Cow Hollow,16000,6875,1904,146,1719,,Active,,,http://www.redfin.com/CA/San-Francisco/2820-Scott-St-94123/home/17058345,San Francisco MLS,481663,N,Y,37.7958912,-122.4399559
MLS Listing,,Condo/Co-op,401 Harrison St Unit 20E,San Francisco,CA,94105,2077000,2,2,South Beach,1241,,2014,145,1674,1285,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-20E/home/144064213,San Francisco MLS,481693,N,Y,37.786063,-122.392176
MLS Listing,,Single Family Residential,2740 38th Ave,San Francisco,CA,94116,1798000,6,4,Outer Parkside,2990,2996,1947,83,601,,Active,,,http://www.redfin.com/CA/San-Francisco/2740-38th-Ave-94116/home/1023408,San Francisco MLS,481704,N,Y,37.7357402,-122.4952585
MLS Listing,,Single Family Residential,1934 21st Ave,San Francisco,CA,94116,1919000,5,4,Parkside,2084,3179,1926,122,921,,Active,,,http://www.redfin.com/CA/San-Francisco/1934-21st-Ave-94116/home/645958,San Francisco MLS,481763,N,Y,37.751589,-122.478106
MLS Listing,,Multi-Family (5+ Unit),1339 16th Ave,San Francisco,CA,94122,1890000,5,,Inner Sunset,4959,3746,1924,143,381,,Active,,,http://www.redfin.com/CA/San-Francisco/1339-16th-Ave-94122/home/629295,San Francisco MLS,481811,N,Y,37.7629798,-122.4740712
MLS Listing,,Single Family Residential,666 Geneva Ave,San Francisco,CA,94112,1350000,4,2.5,Outer Mission,1522,1703,1930,143,887,,Active,,,http://www.redfin.com/CA/San-Francisco/666-Geneva-Ave-94112/home/996801,San Francisco MLS,481819,N,Y,37.7191593,-122.444302
MLS Listing,,Condo/Co-op,188 Minna St Unit 27C,San Francisco,CA,94105,2700000,2,2.5,Yerba Buena,1670,,2005,143,1617,2579,Active,,,http://www.redfin.com/CA/San-Francisco/188-Minna-St-94105/unit-27C/home/22855015,San Francisco MLS,481823,N,Y,37.7861462,-122.4013007
MLS Listing,,Single Family Residential,76 Cielito Dr,San Francisco,CA,94134,1250000,4,2,Visitacion Valley,1174,1999,1944,117,1065,,Active,,,http://www.redfin.com/CA/San-Francisco/76-Cielito-Dr-94134/home/1836041,San Francisco MLS,481855,N,Y,37.7093939,-122.4222711
MLS Listing,,Condo/Co-op,1940 Vallejo St #1,San Francisco,CA,94123,4295000,4,3.5,Pacific Heights,3200,,1927,129,1342,1895,Active,,,http://www.redfin.com/CA/San-Francisco/1940-Vallejo-St-94123/unit-1/home/12400998,San Francisco MLS,481859,N,Y,37.7962483,-122.4293106
MLS Listing,,Multi-Family (2-4 Unit),3601 26th St,San Francisco,CA,94110,2495000,,,Inner Mission,4159,3441,1900,137,600,,Active,,,http://www.redfin.com/CA/San-Francisco/3601-26th-St-94110/home/114078225,San Francisco MLS,481869,N,Y,37.7487143,-122.4215007
MLS Listing,,Single Family Residential,73 Danton St,San Francisco,CA,94112,765000,2,1,Mission Terrace,960,2495,1930,104,797,,Active,,,http://www.redfin.com/CA/San-Francisco/73-Danton-St-94112/home/1440427,San Francisco MLS,481907,N,Y,37.7313335,-122.4322696
MLS Listing,,Single Family Residential,140 Clarendon Ave,San Francisco,CA,94114,4995000,4,3.5,Clarendon Heights,4350,7006,1980,110,1148,,Active,,,http://www.redfin.com/CA/San-Francisco/140-Clarendon-Ave-94114/home/1404736,San Francisco MLS,481924,N,Y,37.7585588,-122.4523634
MLS Listing,,Multi-Family (2-4 Unit),3325-3327 Divisadero St,San Francisco,CA,94123,3200000,4,2,Marina,3350,2969,1927,130,955,,Active,,,http://www.redfin.com/CA/San-Francisco/3325-Divisadero-St-94123/home/581943,San Francisco MLS,481978,N,Y,37.8003548,-122.443163
MLS Listing,,Condo/Co-op,1177 California St #1003,San Francisco,CA,94108,549000,0,1,Nob Hill,411,,1978,137,1336,921,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1003/home/1674653,San Francisco MLS,482042,N,Y,37.7910262,-122.4136476
MLS Listing,,Single Family Residential,159 Miraloma Dr,San Francisco,CA,94127,1749000,4,2.5,Sherwood Forest,2752,4460,1968,31,636,,Active,,,http://www.redfin.com/CA/San-Francisco/159-Miraloma-Dr-94127/home/1557616,San Francisco MLS,482044,N,Y,37.7365819,-122.460988
MLS Listing,,Vacant Land,112 Kensington Way,San Francisco,CA,94127,1200000,,,Forest Hill Extension,,4100,,133,,,Active,,,http://www.redfin.com/CA/San-Francisco/112-Kensington-Way-94127/home/12402549,San Francisco MLS,482057,N,Y,37.741499,-122.459877
MLS Listing,,Single Family Residential,17 Laidley St,San Francisco,CA,94131,749000,1,1,Glen Park,570,614,1907,133,1314,,Active,,,http://www.redfin.com/CA/San-Francisco/17-Laidley-St-94131/home/967375,San Francisco MLS,482108,N,Y,37.741394,-122.4316808
MLS Listing,,Condo/Co-op,,San Francisco,CA,94103,1420000,1,1.5,South of Market,1004,,2001,133,1414,2204,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94103/home/1187083,San Francisco MLS,482127,N,Y,37.786097,-122.4041629
MLS Listing,,Single Family Residential,762 48th Ave,San Francisco,CA,94121,1530000,4,3,Outer Richmond,2130,2996,1920,136,718,,Active,,,http://www.redfin.com/CA/San-Francisco/762-48th-Ave-94121/home/1182066,San Francisco MLS,482130,N,Y,37.774003,-122.508677
MLS Listing,,Multi-Family (5+ Unit),190-196 College Ave,San Francisco,CA,94112,2600000,8,,Bernal Heights,6324,2748,1910,133,411,,Active,,,http://www.redfin.com/CA/San-Francisco/190-College-Ave-94112/home/1046200,San Francisco MLS,482168,N,Y,37.7351725,-122.4252449
MLS Listing,,Multi-Family (2-4 Unit),1255-1257 11th Ave,San Francisco,CA,94122,3500000,8,6,Inner Sunset,5491,2996,1900,132,637,,Active,,,http://www.redfin.com/CA/San-Francisco/1255-11th-Ave-94122/home/1091504,San Francisco MLS,482217,N,Y,37.7647607,-122.4688374
MLS Listing,,Single Family Residential,1357 Brussels St,San Francisco,CA,94134,649900,1,1,Visitacion Valley,488,1097,1941,131,1332,,Active,,,http://www.redfin.com/CA/San-Francisco/1357-Brussels-St-94134/home/781685,San Francisco MLS,482252,N,Y,37.7156776,-122.4005453
MLS Listing,,Condo/Co-op,795 Sutter St #301,San Francisco,CA,94109,1599000,3,2,Downtown,1931,,1913,129,828,1222,Active,,,http://www.redfin.com/CA/San-Francisco/795-Sutter-St-94109/unit-301/home/2002967,San Francisco MLS,482267,N,Y,37.7884037,-122.4132603
MLS Listing,,Condo/Co-op,300 3rd St #1001,San Francisco,CA,94107,1395000,2,2,Yerba Buena,1387,,,2,1006,917,Active,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-1001/home/720553,San Francisco MLS,482415,N,Y,37.7831802,-122.3990823
MLS Listing,,Condo/Co-op,1231 Francisco St,San Francisco,CA,94123,1600000,3,1.5,Marina,1405,,1923,92,1139,919,Active,July-23-2019 10:30 AM,July-23-2019 12:00 PM,http://www.redfin.com/CA/San-Francisco/1231-Francisco-St-94123/home/12354287,San Francisco MLS,482476,N,Y,37.8028514,-122.4255792
MLS Listing,,Condo/Co-op,555 Fulton St #229,San Francisco,CA,94102,970000,1,1,Hayes Valley,718,,,126,1351,512,Active,July-27-2019 12:00 PM,July-27-2019 03:00 PM,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-229/home/87703254,San Francisco MLS,482487,N,Y,37.7781581,-122.4261091
