host_id,host_kpi,host_name,host_since_year,host_since_anniversary,host_since_ann_cleaned,host_since_month,host_since_day,host_since_month_cleaned,host_since_day_cleaned,host_since_date,host_account_age,id,neighborhood,neighborhood_cleaned,city,neighborhood_kpi,city_cleaned,state,state_cleaned,zipcode,country,latitude,longitude,location,property_type,room_type,accommodates,bathrooms,bedrooms,bedrooms_kpi,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,number_of_reviews_kpi,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,apx_number_of_stays,est_daily_revenue_include0,est_daily_revenue_include1,est_daily_revenue_include>1,est_daily_revenue,est_revenue_per_booking,est_total_revenue,est_yearly_revenue
2064560,Low,Har,2012,POINT(3.0 4.0),3.0 4.0,4.0,3.0,4,3,4/3/2012,6.90,438089,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36149891,4.867808451,POINT(4.867808451 52.36149891),Apartment,Private room,2,1,1,1,1,Real Bed,99,2,24,2,within a day,0.87,12,Low,96,9,9,10,9,9,9,24,,,99,99,198,4752,689.03
2074125,Low,Joanne,2012,POINT(5.0 4.0),5.0 4.0,4.0,5.0,4,5,4/5/2012,6.89,740458,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37623467,4.882802582,POINT(4.882802582 52.37623467),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,110,1,0,2,within a day,0.5,32,Low,92,9,9,9,9,10,9,64,,110,,110,220,14080,2043.19
2075099,Low,Becky,2012,POINT(5.0 4.0),5.0 4.0,4.0,5.0,4,5,4/5/2012,6.89,5752782,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1072HT,Netherlands,52.35091275,4.888717041,POINT(4.888717041 52.35091275),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,145,1,0,2,within a day,1,0,Low,95,10,10,10,10,9,9,0,,145,,145,290,0,0.00
2075754,Low,Roxanne,2012,POINT(5.0 4.0),5.0 4.0,4.0,5.0,4,5,4/5/2012,6.89,417507,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37926691,4.882102851,POINT(4.882102851 52.37926691),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,169,2,47,2,within a day,0.73,8,Low,97,9,10,10,10,10,10,16,,,169,169,338,5408,784.77
2076713,Low,Luba,2012,POINT(5.0 4.0),5.0 4.0,4.0,5.0,4,5,4/5/2012,6.89,5542901,Geuzenveld - Slotermeer,Geuzenveld - Slotermeer,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1064,Netherlands,52.37385201,4.829023557,POINT(4.829023557 52.37385201),Apartment,Private room,2,1,1,1,1,Real Bed,70,1,0,2,within a few hours,1,0,Low,95,10,10,10,10,9,9,0,,70,,70,140,0,0.00
2076850,Low,Jeroen,2012,POINT(5.0 4.0),5.0 4.0,4.0,5.0,4,5,4/5/2012,6.89,2432332,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1052 Ch,Netherlands,52.38494073,4.88144784,POINT(4.88144784 52.38494073),Loft,Entire home/apt,2,1,1,1,1,Real Bed,99,0,0,2,within a few hours,0.91,15,Low,96,9,9,10,10,10,10,30,99,,,99,198,5940,861.97
2087317,Low,Isabel,2012,POINT(7.0 4.0),7.0 4.0,4.0,7.0,4,7,4/7/2012,6.89,419725,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1018,Netherlands,52.36677406,4.903735805,POINT(4.903735805 52.36677406),Boat,Entire home/apt,4,1,3,3 or more,3,Real Bed,180,3,30,3,within a few hours,1,17,Low,98,9,10,10,10,10,9,34,,,180,180,540,18360,2666.40
2087317,Low,Isabel,2012,POINT(7.0 4.0),7.0 4.0,4.0,7.0,4,7,4/7/2012,6.89,5035499,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1018,Netherlands,52.36730209,4.898227417,POINT(4.898227417 52.36730209),Boat,Private room,1,1,1,1,1,Real Bed,60,1,0,2,within a few hours,1,10,Low,98,10,10,10,10,10,10,20,,60,,60,120,2400,348.55
2089762,Low,Emmelie,2012,POINT(7.0 4.0),7.0 4.0,4.0,7.0,4,7,4/7/2012,6.89,528074,Bos en Lommer,Forest and Shade,Amsterdam,Low,Amsterdam,North Holland,North Holland,1055,Netherlands,52.38025801,4.850121229,POINT(4.850121229 52.38025801),Apartment,Private room,2,1,1,1,1,Real Bed,60,1,20,1,within a day,0.67,3,Low,93,9,9,9,9,9,9,6,,80,,80,80,480,69.71
2097993,Low,Hil And Dee,2012,POINT(9.0 4.0),9.0 4.0,4.0,9.0,4,9,4/9/2012,6.88,447361,Oud-Oost,Former East,Amsterdam,Low,Amsterdam,North Holland,North Holland,1091 GC,Netherlands,52.35584922,4.916407591,POINT(4.916407591 52.35584922),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,101,2,25,3,within a day,0.8,29,Low,95,9,9,10,10,9,9,58,,,101,101,303,17574,2554.28
2102511,Low,H Josef,2012,POINT(9.0 4.0),9.0 4.0,4.0,9.0,4,9,4/9/2012,6.88,488971,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38563753,4.890434045,POINT(4.890434045 52.38563753),Apartment,Entire home/apt,4,1.5,2,2,2,Real Bed,137,2,25,4,within a day,0.8,5,Low,100,9,10,10,10,10,10,10,,,137,137,548,5480,796.49
2106672,Low,Tim,2012,POINT(10.0 4.0),10.0 4.0,4.0,10.0,4,10,4/10/2012,6.88,1790869,Oud-Oost,Former East,Amsterdam,Low,Amsterdam,North Holland,North Holland,1092 KS,Netherlands,52.3539006,4.919518816,POINT(4.919518816 52.3539006),Apartment,Entire home/apt,3,1,2,2,2,Real Bed,79,2,0,2,within a few hours,1,3,Low,73,9,7,9,6,7,6,6,,,79,79,158,948,137.84
2107610,Low,Jesse,2012,POINT(10.0 4.0),10.0 4.0,4.0,10.0,4,10,4/10/2012,6.88,5438416,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1015 CD,Netherlands,52.37936437,4.890074995,POINT(4.890074995 52.37936437),Apartment,Entire home/apt,5,1,2,2,3,Real Bed,228,4,30,1,within a few hours,1,0,Low,95,10,10,10,10,9,9,0,,,228,228,228,0,0.00
2109872,Low,Riccardo,2012,POINT(10.0 4.0),10.0 4.0,4.0,10.0,4,10,4/10/2012,6.88,5296515,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1051 BV,Netherlands,52.38305723,4.874168716,POINT(4.874168716 52.38305723),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,90,1,0,3,within a day,0.9,0,Low,95,10,10,10,10,9,9,0,,90,,90,270,0,0.00
2114605,Low,Sabrina,2012,POINT(11.0 4.0),11.0 4.0,4.0,11.0,4,11,4/11/2012,6.87,425277,Oud-Noord,Former North,Amsterdam,Low,Amsterdam,North Holland,North Holland,1032 VC,Netherlands,52.39478559,4.91722224,POINT(4.91722224 52.39478559),Apartment,Entire home/apt,5,1,2,2,2,Real Bed,135,2,65,2,within an hour,1,15,Low,83,7,8,9,9,8,8,30,,,135,135,270,8100,1178.23
26919,Low,Hugo,2009,POINT(22.0 7.0),22.0 7.0,7.0,22.0,7,22,7/22/2009,9.60,98558,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1011 JX,Netherlands,52.36959599,4.899069358,POINT(4.899069358 52.36959599),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,145,1,0,3,within an hour,1,19,Low,99,10,10,10,10,10,9,38,,145,,145,435,16530,1722.24
195859,Low,Gianni,2010,POINT(9.0 8.0),9.0 8.0,8.0,9.0,8,9,8/9/2010,8.55,771758,Slotervaart,Slotervaart,Amsterdam,Low,Amsterdam,North Holland,North Holland,1062 GR,Netherlands,52.34832594,4.834530146,POINT(4.834530146 52.34832594),Bed & Breakfast,Private room,2,1,1,1,1,Real Bed,55,1,0,2,within an hour,0.97,24,Low,84,8,10,9,9,8,8,48,,55,,55,110,5280,617.63
2115409,Low,M,2012,POINT(11.0 4.0),11.0 4.0,4.0,11.0,4,11,4/11/2012,6.87,2850851,Watergraafsmeer,Watergraafsmeer,Amsterdam,Low,Amsterdam,NH,North Holland,1098,Netherlands,52.35083397,4.9400402,POINT(4.9400402 52.35083397),House,Entire home/apt,4,1.5,2,2,2,Real Bed,120,2,25,4,within a few hours,0.83,8,Low,97,10,9,10,9,9,9,16,,,120,120,480,7680,1117.13
2115409,Low,M,2012,POINT(11.0 4.0),11.0 4.0,4.0,11.0,4,11,4/11/2012,6.87,4536522,Watergraafsmeer,Watergraafsmeer,Amsterdam,Low,Amsterdam,NH,North Holland,1098,Netherlands,52.35092202,4.939168203,POINT(4.939168203 52.35092202),Apartment,Private room,2,1.5,1,1,1,Airbed,50,1,15,2,within a few hours,0.84,13,Low,94,10,9,9,9,9,9,26,,65,,65,130,3380,491.65
2123659,Low,Chloé,2012,POINT(12.0 4.0),12.0 4.0,4.0,12.0,4,12,4/12/2012,6.87,427226,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,unknown,Netherlands,52.354477,4.873857323,POINT(4.873857323 52.354477),Apartment,Entire home/apt,4,1.5,1,1,2,Real Bed,111,1,0,2,within a few hours,0.96,65,Medium,96,9,9,10,10,10,9,130,,111,,111,222,28860,4199.65
2124892,Low,Wouter,2012,POINT(12.0 4.0),12.0 4.0,4.0,12.0,4,12,4/12/2012,6.87,3452543,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1076 TA,Netherlands,52.3480671,4.861221501,POINT(4.861221501 52.3480671),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,93,1,0,3,within a day,1,0,Low,95,10,10,10,10,9,9,0,,93,,93,279,0,0.00
2126410,Low,Kejal,2012,POINT(12.0 4.0),12.0 4.0,4.0,12.0,4,12,4/12/2012,6.87,4623511,Buitenveldert - Zuidas,Buitenveldert - South axis,Amsterdam,Low,Amsterdam,North Holland,North Holland,1082 HE,Netherlands,52.32654632,4.876927421,POINT(4.876927421 52.32654632),Apartment,Private room,2,1,1,1,2,Real Bed,55,1,0,1,N/A,1,2,Low,90,9,7,9,8,9,8,4,,55,,55,55,220,32.01
2129723,Low,Aukeline,2012,POINT(13.0 4.0),13.0 4.0,4.0,13.0,4,13,4/13/2012,6.87,4187302,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1053,Netherlands,52.36576836,4.867352904,POINT(4.867352904 52.36576836),Apartment,Private room,2,1,1,1,1,Real Bed,70,1,0,2,within a day,0.5,1,Low,80,10,10,10,10,10,10,2,,70,,70,140,280,40.76
2132460,Low,Michiel,2012,POINT(13.0 4.0),13.0 4.0,4.0,13.0,4,13,4/13/2012,6.87,1690441,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017 HE,Netherlands,52.36616895,4.89413498,POINT(4.89413498 52.36616895),Apartment,Entire home/apt,4,1.5,2,2,2,Real Bed,250,2,25,2,within a day,0.95,14,Low,97,10,9,10,10,10,9,28,,,250,250,500,14000,2038.06
2132460,Low,Michiel,2012,POINT(13.0 4.0),13.0 4.0,4.0,13.0,4,13,4/13/2012,6.87,1457569,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36534803,4.892136165,POINT(4.892136165 52.36534803),Apartment,Private room,2,1,1,1,1,Real Bed,80,1,15,1,within a day,0.95,37,Low,97,10,10,10,10,10,9,74,,95,,95,95,7030,1023.40
2133459,Low,Onno,2012,POINT(13.0 4.0),13.0 4.0,4.0,13.0,4,13,4/13/2012,6.87,3174322,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37999702,4.88746442,POINT(4.88746442 52.37999702),House,Entire home/apt,4,1,2,2,3,Real Bed,250,1,0,5,within a day,1,1,Low,100,10,10,10,10,10,8,2,,250,,250,1250,2500,363.94
2137463,Low,Veerle,2012,POINT(14.0 4.0),14.0 4.0,4.0,14.0,4,14,4/14/2012,6.87,492796,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35048164,4.890315021,POINT(4.890315021 52.35048164),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,80,1,0,2,within an hour,0.9,142,High,94,9,10,10,10,10,9,284,,80,,80,160,45440,6617.61
197355,Low,Pieter-Bas & Sophie,2010,POINT(10.0 8.0),10.0 8.0,8.0,10.0,8,10,8/10/2010,8.55,44805,Oostelijk Havengebied - Indische Buurt,Docklands - Indian Neighborhood,Amsterdam,Low,Amsterdam,North Holland,North Holland,1095 ER,Netherlands,52.36089543,4.94636722,POINT(4.94636722 52.36089543),Apartment,Private room,3,1,1,1,2,Real Bed,85,2,38,3,within a few hours,0.9,103,High,90,9,8,9,9,8,9,206,,,85,85,255,52530,6146.73
2138840,Low,Chispa,2012,POINT(14.0 4.0),14.0 4.0,4.0,14.0,4,14,4/14/2012,6.87,811651,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1016 LN,Netherlands,52.37249439,4.878921175,POINT(4.878921175 52.37249439),Apartment,Entire home/apt,1,0.5,1,1,1,Real Bed,89,1,0,14,within a day,0.86,3,Low,80,8,8,9,10,10,7,6,,89,,89,1246,7476,1088.76
2138840,Low,Chispa,2012,POINT(14.0 4.0),14.0 4.0,4.0,14.0,4,14,4/14/2012,6.87,4561898,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36095272,4.886860996,POINT(4.886860996 52.36095272),Apartment,Entire home/apt,1,1,0,0,1,Real Bed,79,1,0,7,within a day,0.86,3,Low,93,10,9,10,10,10,8,6,,79,,79,553,3318,483.21
2142811,Low,Fabeel,2012,POINT(15.0 4.0),15.0 4.0,4.0,15.0,4,15,4/15/2012,6.86,2633218,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1052 JX,Netherlands,52.37496923,4.873614888,POINT(4.873614888 52.37496923),Apartment,Private room,2,1,1,1,1,Real Bed,85,1,0,2,within a day,0.69,7,Low,92,9,8,10,10,9,9,14,,85,,85,170,2380,346.75
2143683,Low,Lotte,2012,POINT(15.0 4.0),15.0 4.0,4.0,15.0,4,15,4/15/2012,6.86,431206,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35453345,4.875221256,POINT(4.875221256 52.35453345),House,Entire home/apt,5,1.5,3,3 or more,3,Real Bed,295,4,25,5,within a few hours,0.91,12,Low,96,9,10,10,10,10,9,24,,,295,295,1475,35400,5157.50
2144360,Low,Feiko,2012,POINT(15.0 4.0),15.0 4.0,4.0,15.0,4,15,4/15/2012,6.86,432233,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36251404,4.887244205,POINT(4.887244205 52.36251404),Apartment,Entire home/apt,4,1,1,1,2,Real Bed,225,2,0,2,within a day,0.81,13,Low,97,9,9,9,10,10,9,26,,,225,225,450,11700,1704.60
2157711,Low,Olga,2012,POINT(17.0 4.0),17.0 4.0,4.0,17.0,4,17,4/17/2012,6.86,434097,Oud-Oost,Former East,Amsterdam,Low,Amsterdam,North Holland,North Holland,1018,Netherlands,52.362847,4.921302407,POINT(4.921302407 52.362847),Apartment,Entire home/apt,4,1,1,1,2,Real Bed,120,2,35,2,within a day,0.5,68,Medium,91,9,9,10,9,9,9,136,,,120,120,240,32640,4759.19
2158305,Low,Sheryl,2012,POINT(17.0 4.0),17.0 4.0,4.0,17.0,4,17,4/17/2012,6.86,434238,Watergraafsmeer,Watergraafsmeer,Amsterdam,Low,Amsterdam,North Holland,North Holland,1098,Netherlands,52.35678146,4.948492677,POINT(4.948492677 52.35678146),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,89,2,15,2,within a day,1,25,Low,97,10,9,9,9,9,9,50,,,89,89,178,8900,1297.69
2158545,Low,Erik,2012,POINT(17.0 4.0),17.0 4.0,4.0,17.0,4,17,4/17/2012,6.86,434339,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,unknown,Netherlands,52.3682692,4.87265655,POINT(4.87265655 52.3682692),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,75,1,0,10,within a day,1,2,Low,90,9,8,10,9,8,9,4,,75,,75,750,3000,437.43
2158817,Low,Diego,2012,POINT(17.0 4.0),17.0 4.0,4.0,17.0,4,17,4/17/2012,6.86,547678,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1016 VW,Netherlands,52.37442716,4.87518916,POINT(4.87518916 52.37442716),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,140,1,0,3,within a few hours,1,39,Low,99,10,10,10,10,10,9,78,,140,,140,420,32760,4776.68
2166121,Low,Maartje,2012,POINT(18.0 4.0),18.0 4.0,4.0,18.0,4,18,4/18/2012,6.86,441048,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1072 CE,Netherlands,52.35317488,4.886067854,POINT(4.886067854 52.35317488),Apartment,Entire home/apt,4,1,2,2,4,Real Bed,295,2,30,2,within a few hours,0.93,9,Low,100,10,10,10,10,10,9,18,,,295,295,590,10620,1549.10
198036,Low,Rebeca,2010,POINT(11.0 8.0),11.0 8.0,8.0,11.0,8,11,8/11/2010,8.54,5421998,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1013 BX,Netherlands,52.38761897,4.891701151,POINT(4.891701151 52.38761897),Apartment,Entire home/apt,3,1.5,2,2,2,Real Bed,145,3,20,1,within a few hours,0.9,2,Low,90,10,9,10,10,9,9,4,,,145,145,145,580,67.89
2167381,Low,Inkea,2012,POINT(18.0 4.0),18.0 4.0,4.0,18.0,4,18,4/18/2012,6.86,4080826,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1053 RJ,Netherlands,52.36699496,4.865460933,POINT(4.865460933 52.36699496),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,90,1,0,2,within a few hours,0.94,16,Low,96,10,10,9,10,9,9,32,,90,,90,180,5760,840.19
2167559,Low,Noortje,2012,POINT(18.0 4.0),18.0 4.0,4.0,18.0,4,18,4/18/2012,6.86,3436828,Bos en Lommer,Forest and Shade,Amsterdam,Low,Amsterdam,North Holland,North Holland,1056 PR,Netherlands,52.37491569,4.846516074,POINT(4.846516074 52.37491569),House,Entire home/apt,2,1,1,1,1,Real Bed,89,1,0,1,N/A,1,0,Low,95,10,10,10,10,9,9,0,,89,,89,89,0,0.00
2167902,Low,Julia,2012,POINT(18.0 4.0),18.0 4.0,4.0,18.0,4,18,4/18/2012,6.86,4159749,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1053 SK,Netherlands,52.36692999,4.865911541,POINT(4.865911541 52.36692999),Apartment,Private room,2,1,1,1,1,Real Bed,70,1,0,1,within a day,0.77,3,Low,87,9,8,10,10,9,9,6,,70,,70,70,420,61.26
2167902,Low,Julia,2012,POINT(18.0 4.0),18.0 4.0,4.0,18.0,4,18,4/18/2012,6.86,4039210,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1053 SK,Netherlands,52.36862094,4.865169445,POINT(4.865169445 52.36862094),Apartment,Private room,2,1,1,1,1,Real Bed,70,1,0,1,within a day,0.76,4,Low,90,10,10,9,10,9,9,8,,70,,70,70,560,81.69
2168901,Low,Nadeschda,2012,POINT(18.0 4.0),18.0 4.0,4.0,18.0,4,18,4/18/2012,6.86,436784,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36074907,4.861134944,POINT(4.861134944 52.36074907),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,100,2,20,3,N/A,1,6,Low,99,10,10,10,10,10,10,12,,,100,100,300,3600,525.12
2170741,Low,Franca,2012,POINT(18.0 4.0),18.0 4.0,4.0,18.0,4,18,4/18/2012,6.86,4580448,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 BT,Netherlands,52.37661535,4.888131437,POINT(4.888131437 52.37661535),Apartment,Private room,2,1,1,1,1,Real Bed,50,1,35,2,within an hour,0.93,13,Low,93,9,9,10,10,10,9,26,,85,,85,170,4420,644.73
2171452,Low,Rudolph And Karl,2012,POINT(18.0 4.0),18.0 4.0,4.0,18.0,4,18,4/18/2012,6.86,437182,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37379393,4.878315799,POINT(4.878315799 52.37379393),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,165,1,0,2,within an hour,1,119,High,98,10,10,10,10,10,9,238,,165,,165,330,78540,11456.36
2174719,Low,Natalie,2012,POINT(19.0 4.0),19.0 4.0,4.0,19.0,4,19,4/19/2012,6.85,437757,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35298043,4.905120446,POINT(4.905120446 52.35298043),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,89,1,0,3,within an hour,1,63,Medium,94,9,9,10,10,9,9,126,,89,,89,267,33642,4909.21
2175726,Low,Robert,2012,POINT(19.0 4.0),19.0 4.0,4.0,19.0,4,19,4/19/2012,6.85,1392659,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1018 RL,Netherlands,52.36957065,4.929204145,POINT(4.929204145 52.36957065),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,75,1,0,2,within an hour,0.97,0,Low,95,10,10,10,10,9,9,0,,75,,75,150,0,0.00
2178991,Low,Keren & Azi,2012,POINT(19.0 4.0),19.0 4.0,4.0,19.0,4,19,4/19/2012,6.85,438688,Buitenveldert - Zuidas,Buitenveldert - South axis,Amsterdam,Low,Amsterdam,North Holland,North Holland,1081,Netherlands,52.32453081,4.864696269,POINT(4.864696269 52.32453081),House,Entire home/apt,7,1,4,3 or more,5,Real Bed,200,5,0,3,within a day,0.73,2,Low,100,10,10,10,10,8,10,4,,,200,200,600,2400,350.22
199266,Low,Anne,2010,POINT(12.0 8.0),12.0 8.0,8.0,12.0,8,12,8/12/2010,8.54,45125,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37402563,4.903188547,POINT(4.903188547 52.37402563),Apartment,Entire home/apt,2,1,1,1,2,Real Bed,135,1,0,3,within a day,1,57,Medium,98,10,10,10,10,10,9,114,,135,,135,405,46170,5405.99
2178991,Low,Keren & Azi,2012,POINT(19.0 4.0),19.0 4.0,4.0,19.0,4,19,4/19/2012,6.85,3952115,Buitenveldert - Zuidas,Buitenveldert - South axis,Amsterdam,Low,Amsterdam,North Holland,North Holland,1081 BB,Netherlands,52.32393357,4.863104789,POINT(4.863104789 52.32393357),House,Private room,2,1,1,1,1,Real Bed,50,0,0,2,within a day,0.75,7,Low,91,9,9,10,9,9,9,14,50,,,50,100,1400,204.29
2181530,Low,Janneke,2012,POINT(20.0 4.0),20.0 4.0,4.0,20.0,4,20,4/20/2012,6.85,439097,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,unknown,Netherlands,52.36993757,4.867074086,POINT(4.867074086 52.36993757),Apartment,Entire home/apt,3,1,1,1,1,Real Bed,79,2,25,2,within a day,0.76,24,Low,97,10,10,10,10,10,10,48,,,79,79,158,7584,1107.14
2182078,Low,Art & Cecile,2012,POINT(20.0 4.0),20.0 4.0,4.0,20.0,4,20,4/20/2012,6.85,439240,Oostelijk Havengebied - Indische Buurt,Docklands - Indian Neighborhood,Amsterdam,Low,Amsterdam,North Holland,North Holland,1098,Netherlands,52.35842953,4.943132415,POINT(4.943132415 52.35842953),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,94,2,25,2,a few days or more,0.25,9,Low,97,10,9,9,10,8,8,18,,,94,94,188,3384,494.01
2182947,Low,Brenda,2012,POINT(20.0 4.0),20.0 4.0,4.0,20.0,4,20,4/20/2012,6.85,442350,Bos en Lommer,Forest and Shade,Amsterdam,Low,Amsterdam,North Holland,North Holland,1055,Netherlands,52.37618714,4.847296802,POINT(4.847296802 52.37618714),Bed & Breakfast,Private room,3,1,1,1,1,Real Bed,45,1,25,1,within an hour,1,270,High,95,10,10,10,10,9,9,540,,70,,70,70,37800,5518.17
2185533,Low,Bernadette,2012,POINT(20.0 4.0),20.0 4.0,4.0,20.0,4,20,4/20/2012,6.85,506934,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37602496,4.880443153,POINT(4.880443153 52.37602496),Apartment,Entire home/apt,4,1.5,2,2,4,Real Bed,150,2,35,2,within a day,0.89,1,Low,100,10,10,10,10,10,10,2,,,150,150,300,600,87.59
2189488,Low,Marie,2012,POINT(21.0 4.0),21.0 4.0,4.0,21.0,4,21,4/21/2012,6.85,4290670,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36774503,4.877142608,POINT(4.877142608 52.36774503),Apartment,Entire home/apt,2,1,1,1,2,Real Bed,75,1,0,2,N/A,1,0,Low,95,10,10,10,10,9,9,0,,75,,75,150,0,0.00
2189937,Low,Matthijs,2012,POINT(21.0 4.0),21.0 4.0,4.0,21.0,4,21,4/21/2012,6.85,1843240,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35717845,4.894575961,POINT(4.894575961 52.35717845),Apartment,Entire home/apt,4,1,1,1,2,Real Bed,49,2,25,2,within a few hours,0.8,27,Low,91,9,8,9,10,9,9,54,,,49,49,98,5292,772.85
2191037,Low,Haris,2012,POINT(21.0 4.0),21.0 4.0,4.0,21.0,4,21,4/21/2012,6.85,4891002,Osdorp,Osdorp,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1068 ZZ,Netherlands,52.36544591,4.804842535,POINT(4.804842535 52.36544591),Apartment,Private room,2,1,1,1,1,Real Bed,49,1,0,1,N/A,1,0,Low,95,10,10,10,10,9,9,0,,49,,49,49,0,0.00
2191136,Low,Jan,2012,POINT(21.0 4.0),21.0 4.0,4.0,21.0,4,21,4/21/2012,6.85,440992,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1076 CW,Netherlands,52.34278599,4.849848651,POINT(4.849848651 52.34278599),House,Entire home/apt,4,1,2,2,2,Real Bed,135,4,0,3,within a few hours,1,27,Low,96,10,10,10,10,9,9,54,,,135,135,405,21870,3193.93
